Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,diabetic_retinopathy
0.168938043,0.29995824,0.144688095,0.061838846,0.538989539,0.017510896,1
0.071239252,0.185663049,0.232808413,0.036851953,0.773734022,0.009733755,1
0.062481151,0.150082437,0.268620952,0.094175459,0.826198981,0.03147873,2
0.104025086,0.184563702,0.195982987,0.057166784,0.874833726,0.015973125,1
0.176774825,0.298505532,0.340431017,0.309327496,0.580235697,0.146858851,2
0.084984847,0.199453022,0.214568467,0.048768618,0.734610644,0.013535186,2
0.121013261,0.224268096,0.245528591,0.166627684,0.793587514,0.060524872,1
0.252753005,0.330835112,0.318366588,0.268892851,0.588739136,0.118718684,1
0.094980832,0.195969928,0.228951624,0.091569574,0.830358965,0.028007994,1
0.134106467,0.240206157,0.197367457,0.147015064,0.812892303,0.051199051,1
0.103781565,0.217698208,0.216748697,0.162356947,0.791050257,0.058553196,2
0.077546128,0.132887641,0.542935352,0.505934895,0.806389753,0.357962393,2
0.019640123,0.072335376,0.491560027,0.032630167,0.922565812,0.008517674,1
0.030717132,0.111328711,0.270833405,0.073656344,0.901456371,0.021654039,2
0.064732622,0.12833737,0.656706614,0.623201401,0.713148352,0.443814262,1
0.050287488,0.151802706,0.288770047,0.051766822,0.795842972,0.014256615,1
0.021480951,0.096515149,0.360236259,0.028031485,0.903082654,0.007201517,1
0.061051712,0.173978908,0.234554607,0.042969986,0.768348667,0.012186362,2
0.304016812,0.384588051,0.510433944,0.571760518,0.46400363,0.384719828,2
0.114061261,0.239890408,0.168829462,0.028410518,0.654305742,0.007310528,1
0.033561537,0.122326392,0.298036502,0.042966479,0.893780849,0.011539453,1
0.074144295,0.189588991,0.164247307,0.029000959,0.754602404,0.007484252,1
0.112572736,0.207008877,0.311821665,0.214394343,0.787869395,0.091054758,2
0.232022112,0.337453406,0.334729499,0.367831936,0.631081174,0.190351847,2
0.097923274,0.206950668,0.255060294,0.033668466,0.697693429,0.008867778,2
0.166052387,0.258414594,0.305938135,0.297282987,0.794559179,0.137683759,1
0.28807141,0.306088924,0.585281295,0.634285128,0.631140509,0.457541057,2
0.06989805,0.16271804,0.428520062,0.321451426,0.811198426,0.154807054,1
0.059530986,0.155049603,0.286307154,0.05118698,0.782876047,0.01408799,2
0.098750087,0.181419038,0.325052268,0.186756421,0.852624771,0.070712105,1
0.173872546,0.28783365,0.269875142,0.176191865,0.529097731,0.065307255,1
0.083051276,0.158909015,0.266628064,0.064260591,0.894533525,0.019888891,2
0.183010316,0.317987666,0.233344434,0.224175264,0.668378862,0.093670458,2
0.090632239,0.214686999,0.219713575,0.050946253,0.725002816,0.013995759,1
0.121685195,0.249399328,0.208699474,0.089643628,0.623260153,0.027322313,2
0.150119758,0.235047934,0.461794531,0.433799821,0.646716148,0.246163492,1
0.173406281,0.167277354,0.662898172,0.662299986,0.842508186,0.491430921,1
0.120255407,0.246425441,0.143436592,0.041248622,0.789569929,0.011020073,1
0.071819845,0.166705722,0.28599871,0.067845131,0.894500587,0.019514206,1
0.062405207,0.162754455,0.270369096,0.165157484,0.912780721,0.059836237,2
0.062000791,0.164874079,0.255525527,0.047342816,0.831501562,0.014386673,2
0.06842893,0.161666819,0.330664814,0.191501709,0.773119557,0.121356384,2
0.248105975,0.282971903,0.600524373,0.645480921,0.582157752,0.470677602,1
0.244857988,0.376044058,0.354640455,0.392182005,0.57341246,0.220171396,2
0.161865777,0.26943761,0.211479572,0.047163332,0.66878304,0.012824028,1
0.144585052,0.256827809,0.169582815,0.057549769,0.692751562,0.01671134,2
0.045725113,0.143287648,0.273833122,0.033952545,0.859154975,0.010076504,2
0.038774224,0.126259307,0.343815179,0.028423545,0.859195227,0.00731452,1
0.236388216,0.327851253,0.382739663,0.367899972,0.518120813,0.200787109,2
0.127453895,0.263310357,0.133216572,0.03222774,0.606233639,0.008391395,1
0.067807931,0.165829328,0.207895553,0.040832089,0.869957807,0.010893629,1
0.128211953,0.244029654,0.322716331,0.297787839,0.715701481,0.1497085,2
0.117346371,0.23904825,0.241797055,0.056458388,0.634611334,0.015754558,1
0.117252488,0.233824813,0.233850414,0.095492829,0.65695501,0.029505376,2
0.162518144,0.289995909,0.133803409,0.105859441,0.728036496,0.033596371,2
0.078346845,0.173241468,0.298203465,0.164893629,0.879404038,0.059843857,2
0.106196081,0.23507223,0.199698914,0.059294214,0.728094139,0.016670865,1
0.098628222,0.177861532,0.344799535,0.155478857,0.853890049,0.055154204,1
0.053316486,0.137153055,0.297639282,0.050866011,0.873953693,0.014120096,2
0.064447204,0.132708881,0.400341065,0.166876111,0.946655659,0.06064385,1
0.150818625,0.280455557,0.18416219,0.018286663,0.643645963,0.00456153,1
0.064261813,0.178195645,0.201552313,0.03552111,0.777918239,0.009362006,2
0.206284937,0.339357371,0.20716411,0.157314565,0.527088321,0.05783562,2
0.051090179,0.143045297,0.264545446,0.12298991,0.897232632,0.040856074,2
0.065719487,0.181471155,0.254232616,0.055253956,0.74441706,0.015361273,1
0.120002244,0.209049734,0.245576677,0.127437945,0.806397468,0.042478678,1
0.165758124,0.257748341,0.394407321,0.357592057,0.687497101,0.182103136,1
0.057964363,0.166030658,0.225483721,0.019822401,0.827378765,0.004977277,2
0.200582834,0.319603451,0.204249505,0.155704158,0.557636629,0.055274721,1
0.069529176,0.166837352,0.266336598,0.024391097,0.789122853,0.006204761,2
0.135297994,0.243245327,0.238442694,0.154120497,0.674506502,0.054517362,1
0.112127858,0.172695281,0.576221115,0.569553903,0.749598814,0.382261005,1
0.070654234,0.157547545,0.274743664,0.082113968,0.874154576,0.02452099,1
0.416451646,0.528316977,0.3620664,0.436857851,0.335790019,0.248952177,1
0.067978686,0.136366084,0.355286308,0.197218007,0.905237896,0.085197188,2
0.10145037,0.224681331,0.21175328,0.061248223,0.696128088,0.018599817,2
0.316361465,0.453816211,0.191864695,0.259264498,0.515100031,0.112574411,1
0.148069536,0.218192807,0.346629653,0.060045766,0.762654309,0.016916814,1
0.070914764,0.147426091,0.357802158,0.166955732,0.931243556,0.060715765,2
0.09615299,0.235481637,0.217165957,0.058470631,0.557912641,0.016407503,1
0.082389202,0.144913594,0.370759035,0.173903326,0.906840178,0.064136654,2
0.158656855,0.290017138,0.153943023,0.051832646,0.565375215,0.014278479,1
0.053942515,0.160205025,0.22532819,0.018910776,0.873657719,0.004730159,2
0.082113223,0.171056349,0.252641228,0.146009831,0.856655538,0.050812878,2
0.106081376,0.120488339,0.687887462,0.652418468,0.744450779,0.576689713,2
0.106194884,0.206277526,0.329059547,0.199211826,0.716155198,0.077336784,1
0.109869473,0.204596405,0.269495079,0.216498497,0.862096785,0.087026802,2
0.104469338,0.219799449,0.246150206,0.074574968,0.654235253,0.022550446,2
0.239405711,0.361334046,0.25192334,0.304003198,0.670629421,0.146622907,2
0.155983551,0.275336499,0.272644754,0.203350738,0.750634174,0.079850784,2
0.180497805,0.302174233,0.338024364,0.357437715,0.696220446,0.181972239,2
0.176869187,0.285890379,0.169402242,0.122252493,0.702245341,0.040267314,1
0.127041411,0.220843644,0.267284158,0.21586921,0.831780152,0.086679819,2
0.06291146,0.128897074,0.449617526,0.197886225,0.833299217,0.112744477,2
0.11735352,0.215245218,0.296636402,0.221005167,0.827089851,0.091596738,2
0.145828134,0.265461784,0.196303045,0.108482441,0.695246121,0.034588551,1
0.074970454,0.17555438,0.274420844,0.159303959,0.896106412,0.057090686,2
0.183445013,0.297308434,0.197225985,0.140429961,0.658955712,0.057620508,2
0.136069201,0.24943238,0.292332386,0.272516351,0.676975259,0.121059666,2
0.142552206,0.243738443,0.26991483,0.075249068,0.656228686,0.022083243,1
0.121644315,0.2615686,0.064324448,0.02295501,0.74423183,0.005803486,1
0.065225201,0.174636656,0.271803194,0.046403981,0.798489967,0.012587565,1
0.136069408,0.246594866,0.166523437,0.073656388,0.750008566,0.02159765,2
0.067335886,0.157781715,0.235086453,0.149011836,0.92322364,0.052124083,1
0.080213695,0.195474977,0.245794701,0.056516175,0.726191715,0.015871561,2
0.181812471,0.286362164,0.27666216,0.258283055,0.774023729,0.111926376,1
0.037377002,0.106799554,0.259415008,0.067003508,0.945462652,0.019776265,2
0.047478066,0.127453687,0.254257051,0.057112986,0.918931086,0.016005409,2
0.132411566,0.232038506,0.401413735,0.364530272,0.676569881,0.196300143,2
0.264097234,0.38162328,0.148686809,0.091699083,0.480976729,0.028069001,1
0.125385606,0.267234893,0.118504299,0.052397644,0.650955211,0.014451328,2
0.094945033,0.204907443,0.192125631,0.02995247,0.757346723,0.007764366,2
0.065008084,0.177584637,0.213309728,0.04869726,0.802380314,0.013324495,2
0.062698324,0.16767329,0.259745644,0.058721982,0.792553835,0.016509075,2
0.099509965,0.127809334,0.749626721,0.773662913,0.693307375,0.639889328,1
0.136925576,0.216131933,0.297802749,0.190234932,0.838978628,0.072535634,1
0.238269088,0.273959721,0.540897313,0.556354387,0.69244378,0.391089366,2
0.411926125,0.494698635,0.309047358,0.378556375,0.362155912,0.198865705,1
0.108891484,0.236092394,0.218532646,0.089386245,0.624401065,0.027996658,2
0.064898811,0.130923512,0.372528981,0.173125796,0.946772123,0.063746735,1
0.204722781,0.338041418,0.184804465,0.149977513,0.596919103,0.058953382,2
0.152479058,0.269091061,0.376188592,0.365812861,0.653543577,0.188592846,2
0.049438065,0.14027556,0.233142044,0.013752807,0.883248408,0.003379215,2
0.088236608,0.207175718,0.222903184,0.021362923,0.75386764,0.005375187,1
0.199022822,0.23312089,0.573152515,0.579631299,0.660184586,0.393494711,1
0.03042128,0.086792573,0.376375705,0.146001126,0.96750395,0.050726889,1
0.064939962,0.182528319,0.25993101,0.043853077,0.801534435,0.011807951,1
0.232664267,0.350875585,0.354641571,0.395951579,0.575172384,0.213238473,2
0.183449994,0.313187159,0.360669062,0.397141261,0.616452161,0.214238556,2
0.155962271,0.289163198,0.156348263,0.055768943,0.576307429,0.015527268,2
0.203695504,0.27763675,0.434912498,0.41237173,0.651014662,0.242877011,2
0.396824474,0.407726226,0.474226328,0.546362663,0.568558406,0.357040093,1
0.070262173,0.142980244,0.347814649,0.200291928,0.899305205,0.077912002,1
0.070286465,0.175440692,0.225876669,0.015572488,0.786159101,0.003847486,1
0.059238961,0.163600497,0.252735704,0.057492959,0.807317182,0.01611312,2
0.10670005,0.220857649,0.180696104,0.024325291,0.739727722,0.00617652,1
0.210972346,0.342373028,0.365777222,0.410694831,0.538731126,0.22596309,2
0.112265399,0.233890537,0.182778264,0.037719424,0.716742878,0.00997848,1
0.032459632,0.115696576,0.202377148,0.044491382,0.944423413,0.011994182,1
0.297207055,0.317275851,0.405614033,0.414381973,0.704376804,0.228992027,1
0.139560514,0.230674979,0.271827536,0.203717089,0.828685146,0.079844421,2
0.119616171,0.210552904,0.213492773,0.076334109,0.817790308,0.0224525,1
0.060839243,0.135823352,0.296854193,0.05596577,0.898014022,0.015585572,1
0.107396293,0.204285885,0.239895319,0.14911815,0.850161922,0.052181772,2
0.12862018,0.243314533,0.166037754,0.021819509,0.749955395,0.006931763,2
0.156750284,0.260193853,0.407502196,0.335896488,0.559256598,0.179849333,2
0.204447282,0.28547136,0.289129977,0.223479976,0.72539472,0.090898978,1
0.150347636,0.220468407,0.321205889,0.214921214,0.826858429,0.086006112,1
0.085961119,0.197715797,0.24965632,0.046759698,0.801996217,0.012690327,1
0.161076813,0.234116616,0.368782514,0.326644431,0.801674831,0.158612023,1
0.110756908,0.215907375,0.221544107,0.176977805,0.833353875,0.065934931,2
0.084757166,0.149050943,0.294000683,0.085368064,0.860676056,0.05198753,2
0.133780764,0.260258657,0.208848492,0.192005958,0.81996177,0.07346994,1
0.043714199,0.107965623,0.520560527,0.408545197,0.825430408,0.223937644,1
0.149867028,0.255477982,0.27149295,0.205160495,0.787254684,0.080601165,2
0.057950989,0.139000229,0.337662361,0.144910293,0.962300119,0.050226602,2
0.088322181,0.200706769,0.160368114,0.066316659,0.818158553,0.018995606,1
0.054954543,0.130615263,0.272869923,0.11190492,0.891091361,0.035965367,1
0.083845372,0.181429876,0.248770602,0.051520591,0.786632731,0.014175215,2
0.104041311,0.235546195,0.196944667,0.065021949,0.713729097,0.018566655,1
0.093808527,0.148535769,0.395330493,0.179467296,0.913813205,0.066954068,1
0.075110451,0.175834643,0.270811626,0.152512169,0.859067284,0.053751349,1
0.02894234,0.114003464,0.266188825,0.00712662,0.910516364,0.001709899,1
0.12484109,0.207988099,0.318241356,0.207094417,0.854230335,0.081676296,2
0.056445002,0.135248843,0.277671275,0.153662084,0.939909062,0.054290411,2
0.048702246,0.093480574,0.47524305,0.090361035,0.938529749,0.032678744,2
0.180153531,0.300511446,0.160600062,0.09048984,0.624377549,0.027974561,2
0.196275593,0.288897445,0.318011103,0.287170229,0.63243211,0.130789383,1
0.0596683,0.169361574,0.247071931,0.030325155,0.772096951,0.00784941,2
0.043752358,0.137544607,0.277920712,0.055841544,0.840830169,0.015753765,2
0.06226929,0.125899671,0.311896154,0.040808771,0.924329243,0.01090987,2
0.209780457,0.376169723,0.111583201,0.061711157,0.410027646,0.017475335,1
0.096590673,0.170029703,0.360297945,0.174738746,0.905577398,0.064554136,1
0.049312919,0.156328329,0.190660429,0.160394987,0.959206005,0.057494076,1
0.091282082,0.214922855,0.1640891,0.018514636,0.738865578,0.004614841,1
0.236431188,0.35665695,0.263635809,0.253866264,0.608326113,0.109163198,1
0.0719685,0.147760916,0.297308015,0.045369289,0.875038051,0.012301677,2
0.133893544,0.25397162,0.184765607,0.06029196,0.663927325,0.017000756,2
0.123429092,0.260622194,0.120661665,0.039248038,0.649989396,0.011134434,2
0.161406748,0.281723541,0.382217457,0.392002912,0.67982356,0.209920664,1
0.283523786,0.344066369,0.320817669,0.278749061,0.632753692,0.136671613,2
0.047842318,0.132000316,0.241099367,0.05283706,0.930589807,0.014584276,1
0.096236879,0.179165283,0.300979339,0.189255766,0.882191819,0.072021695,2
0.088004728,0.17426321,0.30784033,0.195869435,0.88492987,0.075531158,2
0.175796748,0.299516427,0.208134549,0.086445745,0.554390102,0.026111358,1
0.109733851,0.225031911,0.204726278,0.167115025,0.886542774,0.060763783,1
0.090513807,0.218250934,0.201194272,0.064782439,0.699095873,0.018501165,2
0.123997805,0.243074677,0.177637912,0.047254764,0.609992284,0.012851454,2
0.050185277,0.140834479,0.324687506,0.149866433,0.888624567,0.052538536,2
0.250729661,0.393835715,0.269494837,0.303679195,0.520211303,0.142646412,2
0.133344281,0.249024588,0.143599179,0.062362542,0.833146162,0.017673948,1
0.170228675,0.305334022,0.128452218,0.04221094,0.641061415,0.011312475,1
0.099040868,0.167152323,0.320137699,0.172069066,0.861934242,0.063392383,2
0.167832956,0.259744749,0.318541524,0.280919224,0.810120191,0.12659195,1
0.064790728,0.170414388,0.259968603,0.072722687,0.816980677,0.021191962,1
0.110340478,0.23283974,0.163726745,0.037514794,0.719360777,0.009916924,1
0.092424068,0.178024294,0.300592843,0.187330091,0.8854269,0.07104378,2
0.180286886,0.259981441,0.272690256,0.179822185,0.719312233,0.067148278,2
0.060952046,0.150025814,0.23752833,0.149960794,0.915479665,0.052558299,1
0.197789766,0.348013855,0.161983452,0.091346697,0.501004372,0.028270859,2
0.10648301,0.239238848,0.183807261,0.028411069,0.671334208,0.007309061,1
0.163084715,0.298945219,0.164106622,0.076740405,0.630375351,0.022610133,1
0.131584215,0.265454559,0.129911497,0.05961912,0.665572311,0.016803242,2
0.085589103,0.181291719,0.262348915,0.233297125,0.856797216,0.096635841,1
0.06725191,0.169929533,0.204116422,0.068885004,0.830272749,0.019873637,2
0.134201501,0.275946334,0.129030851,0.0605675,0.650819982,0.017088442,1
0.152751071,0.247739852,0.208876244,0.047562299,0.791996392,0.013112127,2
0.085431133,0.199595516,0.215475472,0.05060266,0.738501706,0.014098732,2
0.193685289,0.289673421,0.229408209,0.175470755,0.652626965,0.064936981,1
0.118675942,0.186843896,0.597394274,0.586209638,0.670205323,0.406883669,2
0.053742015,0.14595851,0.332694029,0.085262332,0.906126526,0.02572202,2
0.100121259,0.222814148,0.205155601,0.018762882,0.631091126,0.004686331,1
0.079542573,0.187106145,0.264503731,0.059259233,0.768268277,0.0166586,2
0.052533559,0.148923339,0.281106251,0.051640484,0.79089104,0.014219246,2
0.21916654,0.312258266,0.292296176,0.262344741,0.664163169,0.115506326,2
0.121429603,0.255628018,0.264075537,0.26115027,0.808401523,0.114277136,2
0.071852229,0.163226889,0.300335236,0.195747004,0.880204029,0.075541998,2
0.050528285,0.132775734,0.330450355,0.17433971,0.940710603,0.064353373,1
0.114596552,0.235224701,0.216168243,0.057491197,0.687095496,0.01608151,1
0.071943445,0.169698155,0.264114573,0.153753535,0.843495663,0.054334197,1
0.037510021,0.108128717,0.303973084,0.04885211,0.89567614,0.01333497,1
0.106446627,0.193971036,0.3355957,0.329027787,0.876685374,0.160362621,1
0.192865928,0.283487261,0.399361636,0.389911443,0.625466727,0.208189873,2
0.072515862,0.14390751,0.237432489,0.045864998,0.910862338,0.012413211,1
0.310654135,0.408149178,0.381784659,0.442227008,0.545040501,0.258866368,2
0.141077724,0.243240324,0.22948056,0.154172236,0.755440295,0.054902232,2
